"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 04 23:12:23 GMT 2023","Wed Jan 04 23:12:23 GMT 2023","2","cray-capmc-hmth-test","smoke","","","","test_smoke[{""path"": ""capmc/v1/liveness"", ""expected_status_code"": 204, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/capmc/capmc/v1/liveness""}]",""
"passed","Wed Jan 04 23:12:23 GMT 2023","Wed Jan 04 23:12:23 GMT 2023","20","cray-capmc-hmth-test","smoke","","","","test_smoke[{""path"": ""capmc/v1/health"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/capmc/capmc/v1/health""}]",""
"passed","Wed Jan 04 23:12:12 GMT 2023","Wed Jan 04 23:12:12 GMT 2023","12","cray-bss-test","smoke","","","","test_smoke[{""path"": ""boot/v1/bootparameters"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/bss/boot/v1/bootparameters""}]",""
"passed","Wed Jan 04 23:12:24 GMT 2023","Wed Jan 04 23:12:24 GMT 2023","7","cray-firmware-action-hmth-test","smoke","","","","test_smoke[{""path"": ""service/status/details"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/fas/v1/service/status/details""}]",""
"passed","Wed Jan 04 23:12:17 GMT 2023","Wed Jan 04 23:12:17 GMT 2023","4","cray-bss-test","smoke","","","","test_smoke[{""path"": ""boot/v1/bootscript?nid=0"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/bss/boot/v1/bootscript?nid=0""}]",""
"passed","Wed Jan 04 23:12:10 GMT 2023","Wed Jan 04 23:12:10 GMT 2023","2","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/service/values/type"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/service/values/type""}]",""
"passed","Wed Jan 04 23:12:10 GMT 2023","Wed Jan 04 23:12:10 GMT 2023","7","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/Inventory/ComponentEndpoints"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/Inventory/ComponentEndpoints""}]",""
"passed","Wed Jan 04 23:12:10 GMT 2023","Wed Jan 04 23:12:10 GMT 2023","4","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/service/values/subrole"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/service/values/subrole""}]",""
"passed","Wed Jan 04 23:12:09 GMT 2023","Wed Jan 04 23:12:09 GMT 2023","4","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/service/liveness"", ""expected_status_code"": 204, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/service/liveness""}]",""
"passed","Wed Jan 04 23:12:23 GMT 2023","Wed Jan 04 23:12:23 GMT 2023","3","cray-capmc-hmth-test","smoke","","","","test_smoke[{""path"": ""capmc/v1/readiness"", ""expected_status_code"": 204, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/capmc/capmc/v1/readiness""}]",""
"passed","Wed Jan 04 23:12:23 GMT 2023","Wed Jan 04 23:12:23 GMT 2023","7","cray-sls-hmth-test","smoke","","","","test_smoke[{""path"": ""v1/version"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/sls/v1/version""}]",""
"passed","Wed Jan 04 23:12:10 GMT 2023","Wed Jan 04 23:12:10 GMT 2023","5","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/memberships"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/memberships""}]",""
"failed","Wed Jan 04 23:12:09 GMT 2023","Wed Jan 04 23:12:09 GMT 2023","3","cray-hmnfd-test","smoke","","","","test_smoke[{""path"": ""hmi/v2/liveness"", ""expected_status_code"": 204, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/hmnfd/hmi/v2/liveness""}]",""
"passed","Wed Jan 04 23:12:09 GMT 2023","Wed Jan 04 23:12:09 GMT 2023","5","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/service/ready"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/service/ready""}]",""
"passed","Wed Jan 04 23:12:24 GMT 2023","Wed Jan 04 23:12:24 GMT 2023","4","cray-firmware-action-hmth-test","smoke","","","","test_smoke[{""path"": ""service/status"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/fas/v1/service/status""}]",""
"passed","Wed Jan 04 23:12:12 GMT 2023","Wed Jan 04 23:12:12 GMT 2023","4","cray-bss-test","smoke","","","","test_smoke[{""path"": ""boot/v1/service/status"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/bss/boot/v1/service/status""}]",""
"failed","Wed Jan 04 23:12:09 GMT 2023","Wed Jan 04 23:12:09 GMT 2023","3","cray-hmnfd-test","smoke","","","","test_smoke[{""path"": ""hmi/v2/readiness"", ""expected_status_code"": 204, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/hmnfd/hmi/v2/readiness""}]",""
