"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 05 16:30:27 GMT 2023","Thu Jan 05 16:30:27 GMT 2023","20","cray-capmc-hmth-test","1-non-disruptive","","","","capmcAPIGetXnameStatus with multiple filters",""
"passed","Thu Jan 05 16:29:55 GMT 2023","Thu Jan 05 16:29:55 GMT 2023","7","cray-bss-test","smoke","","","","test_smoke[{""path"": ""boot/v1/bootparameters"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/bss/boot/v1/bootparameters""}]",""
"passed","Thu Jan 05 16:30:27 GMT 2023","Thu Jan 05 16:30:27 GMT 2023","19","cray-capmc-hmth-test","1-non-disruptive","","","","capmcAPIGetXnameStatus with 'show_diag' filter",""
"passed","Thu Jan 05 16:30:27 GMT 2023","Thu Jan 05 16:30:27 GMT 2023","18","cray-capmc-hmth-test","1-non-disruptive","","","","capmcAPIxnameReinitPOSTmissingXnames",""
"passed","Thu Jan 05 16:29:53 GMT 2023","Thu Jan 05 16:29:53 GMT 2023","3","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/partitions/names"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/partitions/names""}]",""
"passed","Thu Jan 05 16:30:27 GMT 2023","Thu Jan 05 16:30:27 GMT 2023","19","cray-capmc-hmth-test","1-non-disruptive","","","","capmcAPIGetXnameStatus with 'show_ready' filter",""
"failed","Thu Jan 05 16:29:54 GMT 2023","Thu Jan 05 16:29:54 GMT 2023","7","cray-scsd-test","smoke","","","","test_smoke[{""path"": ""v1/liveness"", ""expected_status_code"": 204, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://cray-scsd/v1/liveness""}]",""
"passed","Thu Jan 05 16:30:12 GMT 2023","Thu Jan 05 16:30:12 GMT 2023","108","cray-smd-test","functional","","","","Ensure that we can gather information from the RedfishEndpoints collection",""
"passed","Thu Jan 05 16:30:25 GMT 2023","Thu Jan 05 16:30:25 GMT 2023","19","cray-bss-test","functional","","","","Verify the bootscript service gracefully handles invalid nids for the bootscript resource[-1]",""
"passed","Thu Jan 05 16:29:54 GMT 2023","Thu Jan 05 16:29:54 GMT 2023","4","cray-reds-test","smoke","","","","test_smoke[{""path"": ""v1/liveness"", ""expected_status_code"": 204, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/reds/v1/liveness""}]",""
"passed","Thu Jan 05 16:30:27 GMT 2023","Thu Jan 05 16:30:27 GMT 2023","39","cray-capmc-hmth-test","1-non-disruptive","","","","capmcAPIGetXnameStatus via Hardware State Manager",""
"passed","Thu Jan 05 16:30:27 GMT 2023","Thu Jan 05 16:30:27 GMT 2023","20","cray-capmc-hmth-test","1-non-disruptive","","","","capmcAPIGetXnameStatus with 'show_on' filter",""
"failed","Thu Jan 05 16:30:06 GMT 2023","Thu Jan 05 16:30:06 GMT 2023","3","cray-hbtd-test","smoke","","","","test_smoke[{""path"": ""hmi/v1/health"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/hbtd/hmi/v1/health""}]",""
"passed","Thu Jan 05 16:30:10 GMT 2023","Thu Jan 05 16:30:10 GMT 2023","23","cray-smd-test","functional","","","","Ensure that we can conduct a query for all Nodes in the Component collection",""
"passed","Thu Jan 05 16:30:27 GMT 2023","Thu Jan 05 16:30:27 GMT 2023","19","cray-capmc-hmth-test","1-non-disruptive","","","","capmcAPIxnameOnPOSTgarbageXname",""
"passed","Thu Jan 05 16:30:42 GMT 2023","Thu Jan 05 16:30:42 GMT 2023","20","cray-firmware-action-hmth-test","1-non-disruptive","","","","Verify the service status details resource",""
"passed","Thu Jan 05 16:30:27 GMT 2023","Thu Jan 05 16:30:27 GMT 2023","38","cray-capmc-hmth-test","1-non-disruptive","","","","capmcAPIGetXnameStatus with 'show_all' filter",""
"passed","Thu Jan 05 16:29:55 GMT 2023","Thu Jan 05 16:29:55 GMT 2023","4","cray-bss-test","smoke","","","","test_smoke[{""path"": ""boot/v1/service/version"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/bss/boot/v1/service/version""}]",""
"failed","Thu Jan 05 16:29:52 GMT 2023","Thu Jan 05 16:29:52 GMT 2023","2","cray-hmnfd-test","smoke","","","","test_smoke[{""path"": ""hmi/v2/readiness"", ""expected_status_code"": 204, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/hmnfd/hmi/v2/readiness""}]",""
"passed","Thu Jan 05 16:30:27 GMT 2023","Thu Jan 05 16:30:27 GMT 2023","16","cray-capmc-hmth-test","1-non-disruptive","","","","capmcAPIxnameOffHEAD - Verify xname_off HEAD method fails",""
"passed","Thu Jan 05 16:30:27 GMT 2023","Thu Jan 05 16:30:27 GMT 2023","18","cray-capmc-hmth-test","1-non-disruptive","","","","capmcAPIxnameOffPOSTemptyXname",""
"passed","Thu Jan 05 16:29:53 GMT 2023","Thu Jan 05 16:29:53 GMT 2023","2","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/service/values/arch"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/service/values/arch""}]",""
"passed","Thu Jan 05 16:29:53 GMT 2023","Thu Jan 05 16:29:53 GMT 2023","4","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/Inventory/HardwareByFRU"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/Inventory/HardwareByFRU""}]",""
"passed","Thu Jan 05 16:30:12 GMT 2023","Thu Jan 05 16:30:12 GMT 2023","270","cray-smd-test","functional","","","","Verify POST, GET, PATCH, and DELETE methods for various /partitions APIs",""
"passed","Thu Jan 05 16:30:12 GMT 2023","Thu Jan 05 16:30:12 GMT 2023","51","cray-smd-test","functional","","","","Query the ServiceEndpoints collection for the UpdateService",""
"passed","Thu Jan 05 16:30:07 GMT 2023","Thu Jan 05 16:30:07 GMT 2023","15","cray-capmc-hmth-test","smoke","","","","test_smoke[{""path"": ""capmc/v1/health"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/capmc/capmc/v1/health""}]",""
"passed","Thu Jan 05 16:30:10 GMT 2023","Thu Jan 05 16:30:10 GMT 2023","18","cray-smd-test","functional","","","","Attempt to query the ComponentEndpoints collection with a nid instead of an xname",""
"passed","Thu Jan 05 16:30:27 GMT 2023","Thu Jan 05 16:30:27 GMT 2023","19","cray-capmc-hmth-test","1-non-disruptive","","","","capmcAPIGetXnameStatus with 'show_off' filter",""
"passed","Thu Jan 05 16:30:11 GMT 2023","Thu Jan 05 16:30:11 GMT 2023","113","cray-smd-test","functional","","","","Query the HardwareByFRU collection",""
"failed","Thu Jan 05 16:29:52 GMT 2023","Thu Jan 05 16:29:52 GMT 2023","3","cray-hmnfd-test","smoke","","","","test_smoke[{""path"": ""hmi/v1/liveness"", ""expected_status_code"": 204, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/hmnfd/hmi/v1/liveness""}]",""
"passed","Thu Jan 05 16:29:55 GMT 2023","Thu Jan 05 16:29:55 GMT 2023","2","cray-bss-test","smoke","","","","test_smoke[{""path"": ""boot/v1/service/status"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/bss/boot/v1/service/status""}]",""
"passed","Thu Jan 05 16:30:07 GMT 2023","Thu Jan 05 16:30:07 GMT 2023","4","cray-sls-hmth-test","smoke","","","","test_smoke[{""path"": ""v1/dumpstate"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/sls/v1/dumpstate""}]",""
"passed","Thu Jan 05 16:30:26 GMT 2023","Thu Jan 05 16:30:26 GMT 2023","181","cray-capmc-hmth-test","1-non-disruptive","","","","capmcAPIGetPowerCapCapabilities",""
"passed","Thu Jan 05 16:29:53 GMT 2023","Thu Jan 05 16:29:53 GMT 2023","3","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/Inventory/RedfishEndpoints"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/Inventory/RedfishEndpoints""}]",""
"passed","Thu Jan 05 16:31:02 GMT 2023","Thu Jan 05 16:31:02 GMT 2023","33","cray-firmware-action-hmth-test","1-non-disruptive","","","","Verify the snapshots resource for deleting a snapshot",""
"passed","Thu Jan 05 16:30:07 GMT 2023","Thu Jan 05 16:30:07 GMT 2023","5","cray-sls-hmth-test","smoke","","","","test_smoke[{""path"": ""v1/version"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/sls/v1/version""}]",""
"passed","Thu Jan 05 16:30:28 GMT 2023","Thu Jan 05 16:30:28 GMT 2023","17","cray-capmc-hmth-test","1-non-disruptive","","","","capmcAPIxnameReinitPATCH - Verify xname_reinit PATCH method fails",""
"passed","Thu Jan 05 16:30:07 GMT 2023","Thu Jan 05 16:30:07 GMT 2023","2","cray-capmc-hmth-test","smoke","","","","test_smoke[{""path"": ""capmc/v1/liveness"", ""expected_status_code"": 204, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/capmc/capmc/v1/liveness""}]",""
"passed","Thu Jan 05 16:29:53 GMT 2023","Thu Jan 05 16:29:53 GMT 2023","4","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/memberships"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/memberships""}]",""
"passed","Thu Jan 05 16:30:32 GMT 2023","Thu Jan 05 16:30:42 GMT 2023","10464","cray-firmware-action-hmth-test","1-non-disruptive","","","","Verify the actions resource",""
"passed","Thu Jan 05 16:30:12 GMT 2023","Thu Jan 05 16:30:12 GMT 2023","17","cray-smd-test","functional","","","","Attempt to query the ServiceEndpoints collection for the UpdateService with an invalid xname",""
"passed","Thu Jan 05 16:30:28 GMT 2023","Thu Jan 05 16:30:28 GMT 2023","16","cray-capmc-hmth-test","1-non-disruptive","","","","capmcAPIxnameReinitHEAD - Verify xname_reinit HEAD method fails",""
"passed","Thu Jan 05 16:30:25 GMT 2023","Thu Jan 05 16:30:25 GMT 2023","18","cray-bss-test","functional","","","","Verify the bootscript service gracefully handles invalid nids for the bootscript resource[]",""
"passed","Thu Jan 05 16:30:07 GMT 2023","Thu Jan 05 16:30:07 GMT 2023","5","cray-capmc-hmth-test","smoke","","","","test_smoke[{""path"": ""capmc/v1/get_power_cap_capabilities"", ""expected_status_code"": 200, ""method"": ""POST"", ""body"": ""{\""nids\"":[1]}"", ""headers"": {}, ""url"": ""http://localhost:8080/apis/capmc/capmc/v1/get_power_cap_capabilities""}]",""
"passed","Thu Jan 05 16:29:53 GMT 2023","Thu Jan 05 16:29:53 GMT 2023","4","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/Inventory/Hardware/History"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/Inventory/Hardware/History""}]",""
"passed","Thu Jan 05 16:30:07 GMT 2023","Thu Jan 05 16:30:07 GMT 2023","2","cray-capmc-hmth-test","smoke","","","","test_smoke[{""path"": ""capmc/v1/readiness"", ""expected_status_code"": 204, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/capmc/capmc/v1/readiness""}]",""
"failed","Thu Jan 05 16:29:52 GMT 2023","Thu Jan 05 16:29:52 GMT 2023","2","cray-hmnfd-test","smoke","","","","test_smoke[{""path"": ""hmi/v2/params"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/hmnfd/hmi/v2/params""}]",""
"passed","Thu Jan 05 16:29:53 GMT 2023","Thu Jan 05 16:29:53 GMT 2023","3","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/service/values/class"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/service/values/class""}]",""
"passed","Thu Jan 05 16:30:07 GMT 2023","Thu Jan 05 16:30:07 GMT 2023","4","cray-sls-hmth-test","smoke","","","","test_smoke[{""path"": ""v1/health"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/sls/v1/health""}]",""
"passed","Thu Jan 05 16:30:27 GMT 2023","Thu Jan 05 16:30:27 GMT 2023","20","cray-capmc-hmth-test","1-non-disruptive","","","","capmcAPIGetXnameStatus with 'show_standby' filter",""
"passed","Thu Jan 05 16:30:27 GMT 2023","Thu Jan 05 16:30:27 GMT 2023","32","cray-capmc-hmth-test","1-non-disruptive","","","","capmcAPIxnameOnPOSTnodeXnameRecursiveAndPrereq",""
"passed","Thu Jan 05 16:29:53 GMT 2023","Thu Jan 05 16:29:53 GMT 2023","2","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/service/values/state"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/service/values/state""}]",""
"failed","Thu Jan 05 16:29:52 GMT 2023","Thu Jan 05 16:29:52 GMT 2023","2","cray-hmnfd-test","smoke","","","","test_smoke[{""path"": ""hmi/v1/params"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/hmnfd/hmi/v1/params""}]",""
"failed","Thu Jan 05 16:29:54 GMT 2023","Thu Jan 05 16:29:54 GMT 2023","10","cray-scsd-test","smoke","","","","test_smoke[{""path"": ""v1/version"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://cray-scsd/v1/version""}]",""
"passed","Thu Jan 05 16:30:29 GMT 2023","Thu Jan 05 16:30:29 GMT 2023","38","cray-sls-hmth-test","1-non-disruptive","","","","Verify the hardware resource with a specific xname",""
"passed","Thu Jan 05 16:29:54 GMT 2023","Thu Jan 05 16:29:54 GMT 2023","5","cray-reds-test","smoke","","","","test_smoke[{""path"": ""v1/readiness"", ""expected_status_code"": 204, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/reds/v1/readiness""}]",""
"passed","Thu Jan 05 16:30:10 GMT 2023","Thu Jan 05 16:30:10 GMT 2023","18","cray-smd-test","functional","","","","Attempt to query the ComponentEndpoints collection with a valid but nonexistent xname",""
"passed","Thu Jan 05 16:30:27 GMT 2023","Thu Jan 05 16:30:27 GMT 2023","16","cray-capmc-hmth-test","1-non-disruptive","","","","capmcAPIGetXnameStatus DELETE method fails",""
"passed","Thu Jan 05 16:30:27 GMT 2023","Thu Jan 05 16:30:27 GMT 2023","20","cray-capmc-hmth-test","1-non-disruptive","","","","capmcAPIGetXnameStatus with 'show_halt' filter",""
"passed","Thu Jan 05 16:30:12 GMT 2023","Thu Jan 05 16:30:12 GMT 2023","17","cray-smd-test","functional","","","","Attempt to query the ServiceEndpoints collection for the UpdateService with a valid but nonexistent xname",""
"passed","Thu Jan 05 16:29:53 GMT 2023","Thu Jan 05 16:29:53 GMT 2023","2","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/Inventory/EthernetInterfaces"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/Inventory/EthernetInterfaces""}]",""
"passed","Thu Jan 05 16:30:25 GMT 2023","Thu Jan 05 16:30:25 GMT 2023","25","cray-bss-test","functional","","","","Verify the bootscript service gracefully handles invalid nids for the bootscript resource[*]",""
"passed","Thu Jan 05 16:30:12 GMT 2023","Thu Jan 05 16:30:12 GMT 2023","18","cray-smd-test","functional","","","","Attempt to query the ServiceEndpoints collection for the AccountService with a valid but nonexistent xname",""
"passed","Thu Jan 05 16:29:53 GMT 2023","Thu Jan 05 16:29:53 GMT 2023","3","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/Defaults/NodeMaps"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/Defaults/NodeMaps""}]",""
"passed","Thu Jan 05 16:30:11 GMT 2023","Thu Jan 05 16:30:11 GMT 2023","53","cray-smd-test","functional","","","","Query the Hardware collection for Node Enclosure information",""
"failed","Thu Jan 05 16:29:52 GMT 2023","Thu Jan 05 16:29:52 GMT 2023","2","cray-hmnfd-test","smoke","","","","test_smoke[{""path"": ""hmi/v2/liveness"", ""expected_status_code"": 204, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/hmnfd/hmi/v2/liveness""}]",""
"passed","Thu Jan 05 16:30:10 GMT 2023","Thu Jan 05 16:30:10 GMT 2023","37","cray-smd-test","functional","","","","Ensure that we can call the Component Query API with node xnames",""
"passed","Thu Jan 05 16:30:15 GMT 2023","Thu Jan 05 16:30:15 GMT 2023","93","cray-bss-test","functional","","","","Verify the dumpstate resource",""
"passed","Thu Jan 05 16:30:27 GMT 2023","Thu Jan 05 16:30:27 GMT 2023","19","cray-capmc-hmth-test","1-non-disruptive","","","","capmcAPIxnameOffPOSTgarbageXname",""
"passed","Thu Jan 05 16:30:10 GMT 2023","Thu Jan 05 16:30:10 GMT 2023","21","cray-smd-test","functional","","","","Ensure that we can conduct a query for all Node BMCs in the Component collection",""
"passed","Thu Jan 05 16:30:12 GMT 2023","Thu Jan 05 16:30:12 GMT 2023","49","cray-smd-test","functional","","","","Query the ServiceEndpoints collection for the SessionService",""
"passed","Thu Jan 05 16:30:27 GMT 2023","Thu Jan 05 16:30:27 GMT 2023","17","cray-capmc-hmth-test","1-non-disruptive","","","","capmcAPIGetXnameStatus garbage filter",""
"passed","Thu Jan 05 16:29:53 GMT 2023","Thu Jan 05 16:29:53 GMT 2023","2","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/service/values/type"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/service/values/type""}]",""
"passed","Thu Jan 05 16:30:12 GMT 2023","Thu Jan 05 16:30:12 GMT 2023","21","cray-smd-test","functional","","","","Attempt to query the ServiceEndpoints collection for the AccountService with an invalid xname",""
"passed","Thu Jan 05 16:30:11 GMT 2023","Thu Jan 05 16:30:11 GMT 2023","60","cray-smd-test","functional","","","","Query the Hardware collection for Node information",""
"passed","Thu Jan 05 16:30:28 GMT 2023","Thu Jan 05 16:30:28 GMT 2023","17","cray-capmc-hmth-test","1-non-disruptive","","","","capmcAPIxnameReinitDELETE - Verify xname_reinit DELETE method fails",""
"failed","Thu Jan 05 16:30:29 GMT 2023","Thu Jan 05 16:30:29 GMT 2023","20","cray-sls-hmth-test","1-non-disruptive","","","","Verify the networks resource",""
"passed","Thu Jan 05 16:30:10 GMT 2023","Thu Jan 05 16:30:11 GMT 2023","34","cray-smd-test","functional","","","","Ensure that we can call the Component Query API with node BMC xnames",""
"passed","Thu Jan 05 16:29:53 GMT 2023","Thu Jan 05 16:29:53 GMT 2023","3","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/groups/labels"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/groups/labels""}]",""
"passed","Thu Jan 05 16:29:53 GMT 2023","Thu Jan 05 16:29:53 GMT 2023","2","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/service/values/flag"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/service/values/flag""}]",""
"passed","Thu Jan 05 16:30:08 GMT 2023","Thu Jan 05 16:30:08 GMT 2023","3","cray-firmware-action-hmth-test","smoke","","","","test_smoke[{""path"": ""images"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/fas/v1/images""}]",""
"passed","Thu Jan 05 16:30:10 GMT 2023","Thu Jan 05 16:30:10 GMT 2023","36","cray-smd-test","functional","","","","Query the ComponentEndpoints collection and get Node Enclosure Information",""
"passed","Thu Jan 05 16:29:53 GMT 2023","Thu Jan 05 16:29:53 GMT 2023","7","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/Inventory/Hardware"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/Inventory/Hardware""}]",""
"passed","Thu Jan 05 16:30:25 GMT 2023","Thu Jan 05 16:30:25 GMT 2023","18","cray-bss-test","functional","","","","Verify the bootscript service gracefully handles invalid nids for the bootscript resource[one]",""
"passed","Thu Jan 05 16:29:53 GMT 2023","Thu Jan 05 16:29:53 GMT 2023","2","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/service/values/subrole"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/service/values/subrole""}]",""
"passed","Thu Jan 05 16:29:53 GMT 2023","Thu Jan 05 16:29:53 GMT 2023","2","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/partitions"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/partitions""}]",""
"passed","Thu Jan 05 16:29:53 GMT 2023","Thu Jan 05 16:29:53 GMT 2023","4","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/Inventory/ServiceEndpoints"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/Inventory/ServiceEndpoints""}]",""
"passed","Thu Jan 05 16:30:42 GMT 2023","Thu Jan 05 16:31:02 GMT 2023","20105","cray-firmware-action-hmth-test","1-non-disruptive","","","","Verify the snapshots resource for creating a new snapshot",""
"passed","Thu Jan 05 16:30:11 GMT 2023","Thu Jan 05 16:30:11 GMT 2023","194","cray-smd-test","functional","","","","Query the Hardware collection",""
"passed","Thu Jan 05 16:30:08 GMT 2023","Thu Jan 05 16:30:08 GMT 2023","3","cray-firmware-action-hmth-test","smoke","","","","test_smoke[{""path"": ""service/status"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/fas/v1/service/status""}]",""
"passed","Thu Jan 05 16:29:53 GMT 2023","Thu Jan 05 16:29:53 GMT 2023","4","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/locks/status"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/locks/status""}]",""
"passed","Thu Jan 05 16:29:53 GMT 2023","Thu Jan 05 16:29:53 GMT 2023","3","cray-smd-test","smoke","","","","test_smoke[{""path"": ""hsm/v2/service/values/role"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/smd/hsm/v2/service/values/role""}]",""
"passed","Thu Jan 05 16:30:10 GMT 2023","Thu Jan 05 16:30:10 GMT 2023","55","cray-smd-test","functional","","","","Verify the Components collection",""
"failed","Thu Jan 05 16:29:52 GMT 2023","Thu Jan 05 16:29:52 GMT 2023","2","cray-hmnfd-test","smoke","","","","test_smoke[{""path"": ""hmi/v1/readiness"", ""expected_status_code"": 204, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/hmnfd/hmi/v1/readiness""}]",""
"failed","Thu Jan 05 16:29:52 GMT 2023","Thu Jan 05 16:29:52 GMT 2023","3","cray-hmnfd-test","smoke","","","","test_smoke[{""path"": ""hmi/v1/health"", ""expected_status_code"": 200, ""method"": ""GET"", ""body"": null, ""headers"": {}, ""url"": ""http://localhost:8080/apis/hmnfd/hmi/v1/health""}]",""
"passed","Thu Jan 05 16:30:42 GMT 2023","Thu Jan 05 16:30:42 GMT 2023","18","cray-firmware-action-hmth-test","1-non-disruptive","","","","Verify the service status resource",""
